"site","observers","date","start_time","weather","past_12_hours","site_notes","probe_depth","soil_temp_plot1","vwc_plot1","plot_1_period","soil_temp_plot2","vwc_plot2","plot_2_period","soil_temp_plot3","vwc_plot3","plot_3_period","soil_temp_plot4","vwc_plot4","plot_4_period","soil_temp_plot5","vwc_plot5","plot_5_period","soil_temp_plot6","vwc_plot6","plot_6_period"
"ZF17-7","LBC, HS, DU",2019-08-18,"12:40","Showers, 50 F","showers","",20,3.8,63,1.35,3.5,68,1.39,5.9,57,1.34,4.7,66,1.37,3.9,51,1.26,5.1,46,1.22
"ZF17-7","LBC, HS, DU",2019-08-18,"12:40","Showers, 50 F","showers","",20,3.8,84,1.5,3.5,74,1.43,5.9,41,1.19,4.7,85,1.51,3.9,75,1.44,5.1,70,1.4
"ZF17-7","LBC, HS, DU",2019-08-18,"12:40","Showers, 50 F","showers","",20,3.8,81,1.48,3.5,75,1.44,5.9,58,1.31,4.7,65,1.37,3.9,59,1.32,5.1,66,1.37
"ZF17-7","LBC, HS, DU",2019-08-18,"12:40","Showers, 50 F","showers","",20,3.8,79,1.47,3.5,72,1.42,5.9,71,1.41,4.7,59,1.32,3.9,69,1.4,5.1,48,1.24
"SS3-104","MB",2019-08-19,"12:30","Cloudy","Unknown","",6,6.9,8,0.84,6.1,15,0.88,8,47,1.07,8.1,10,0.85,7,13,0.87,8.1,11,0.85
"SS3-104","MB",2019-08-19,"12:30","Cloudy","Unknown","",6,6.9,11,0.86,6.1,9,0.84,8,55,1.1,8.1,16,0.89,7,11,0.85,8.1,10,0.85
"SS3-104","MB",2019-08-19,"12:30","Cloudy","Unknown","",6,6.9,8,0.84,6.1,12,0.86,8,22,0.93,8.1,29,0.97,7,24,0.94,8.1,9,0.84
"SS3-104","MB",2019-08-19,"12:30","Cloudy","Unknown","",6,6.9,10,0.85,6.1,16,0.89,8,13,0.87,8.1,22,0.93,7,32,0.99,8.1,10,0.85
"SS3-104","MB",2019-08-19,"12:30","Cloudy","Unknown","",6,6.9,12,0.86,6.1,15,0.88,8,37,1.07,8.1,41,1.04,7,13,0.87,8.1,9,0.84
"SS3-104","MB",2019-08-19,"12:30","Cloudy","Unknown","",12,6.9,11,0.86,6.1,25,0.95,8,34,1.11,8.1,18,0.9,7,17,0.9,8.1,14,0.87
"SS3-104","MB",2019-08-19,"12:30","Cloudy","Unknown","",12,6.9,13,0.87,6.1,55,1.11,8,62,1.14,8.1,22,0.93,7,26,0.95,8.1,16,0.89
"SS3-104","MB",2019-08-19,"12:30","Cloudy","Unknown","",12,6.9,8,0.84,6.1,19,0.91,8,82,1.23,8.1,64,1.15,7,34,1,8.1,17,0.9
"SS3-104","MB",2019-08-19,"12:30","Cloudy","Unknown","",12,6.9,16,0.89,6.1,48,1.08,8,47,1.07,8.1,20,0.92,7,38,1.02,8.1,14,0.87
"SS3-104","MB",2019-08-19,"12:30","Cloudy","Unknown","",12,6.9,8,0.83,6.1,28,0.97,8,26,0.95,8.1,66,1.16,7,15,0.88,8.1,16,0.89
"SS3-104","MB",2019-08-19,"12:30","Cloudy","Unknown","",20,6.9,4,0.83,6.1,36,1.14,8,61,1.34,8.1,60,1.33,7,50,1.25,8.1,31,1.1
"SS3-104","MB",2019-08-19,"12:30","Cloudy","Unknown","",20,6.9,11,0.91,6.1,25,1.05,8,38,1.16,8.1,47,1.23,7,48,1.24,8.1,34,1.13
"SS3-104","MB",2019-08-19,"12:30","Cloudy","Unknown","",20,6.9,11,0.9,6.1,18,0.98,8,66,1.38,8.1,50,1.25,7,44,1.21,8.1,23,1.02
"SS3-104","MB",2019-08-19,"12:30","Cloudy","Unknown","",20,6.9,17,0.97,6.1,48,1.24,8,52,1.27,8.1,35,1.13,7,31,1.1,8.1,23,1.03
"SS3-104","MB",2019-08-19,"12:30","Cloudy","Unknown","",20,6.9,15,0.95,6.1,54,1.28,8,11,0.91,8.1,55,1.29,7,21,1.01,8.1,31,1.1
"SS3-200","MB",2019-08-19,"10:40","Cloudy","cloudy, drizzle","1-5 on 1 transect, no plot 6",6,8.2,10,0.85,7.6,6,0.82,7.6,48,1.08,7.7,8,0.83,8.2,44,1.05,-9999,-9999,-9999
"SS3-200","MB",2019-08-19,"10:40","Cloudy","cloudy, drizzle","1-5 on 1 transect, no plot 6",6,8.2,36,1.01,7.6,7,0.83,7.6,34,1,7.7,6,0.82,8.2,17,0.9,-9999,-9999,-9999
"SS3-200","MB",2019-08-19,"10:40","Cloudy","cloudy, drizzle","1-5 on 1 transect, no plot 6",6,8.2,34,1,7.6,9,0.84,7.6,41,1.04,7.7,6,0.82,8.2,24,0.94,-9999,-9999,-9999
"SS3-200","MB",2019-08-19,"10:40","Cloudy","cloudy, drizzle","1-5 on 1 transect, no plot 6",6,8.2,13,0.87,7.6,9,0.84,7.6,51,1.09,7.7,10,0.83,8.2,60,1.14,-9999,-9999,-9999
"SS3-200","MB",2019-08-19,"10:40","Cloudy","cloudy, drizzle","1-5 on 1 transect, no plot 6",6,8.2,12,0.86,7.6,13,0.87,7.6,44,1.05,7.7,10,0.85,8.2,25,0.95,-9999,-9999,-9999
"SS3-200","MB",2019-08-19,"10:40","Cloudy","cloudy, drizzle","1-5 on 1 transect, no plot 6",12,8.2,15,0.88,7.6,7,0.83,7.6,84,1.24,7.7,14,0.88,8.2,44,1.05,-9999,-9999,-9999
"SS3-200","MB",2019-08-19,"10:40","Cloudy","cloudy, drizzle","1-5 on 1 transect, no plot 6",12,8.2,73,1.19,7.6,9,0.84,7.6,84,1.24,7.7,13,0.87,8.2,54,1.1,-9999,-9999,-9999
"SS3-200","MB",2019-08-19,"10:40","Cloudy","cloudy, drizzle","1-5 on 1 transect, no plot 6",12,8.2,70,1.18,7.6,15,0.88,7.6,59,1.13,7.7,9,0.84,8.2,100,1.3,-9999,-9999,-9999
"SS3-200","MB",2019-08-19,"10:40","Cloudy","cloudy, drizzle","1-5 on 1 transect, no plot 6",12,8.2,1,0.85,7.6,13,0.87,7.6,38,1.02,7.7,7,0.84,8.2,67,1.17,-9999,-9999,-9999
"SS3-200","MB",2019-08-19,"10:40","Cloudy","cloudy, drizzle","1-5 on 1 transect, no plot 6",12,8.2,16,0.89,7.6,10,0.85,7.6,83,1.24,7.7,27,0.96,8.2,66,1.16,-9999,-9999,-9999
"SS3-200","MB",2019-08-19,"10:40","Cloudy","cloudy, drizzle","1-5 on 1 transect, no plot 6",20,8.2,27,1.06,7.6,7,0.86,7.6,45,1.22,7.7,35,1.13,8.2,77,1.45,-9999,-9999,-9999
"SS3-200","MB",2019-08-19,"10:40","Cloudy","cloudy, drizzle","1-5 on 1 transect, no plot 6",20,8.2,71,1.41,7.6,7,0.87,7.6,69,1.4,7.7,27,1.06,8.2,54,1.29,-9999,-9999,-9999
"SS3-200","MB",2019-08-19,"10:40","Cloudy","cloudy, drizzle","1-5 on 1 transect, no plot 6",20,8.2,75,1.44,7.6,17,0.97,7.6,83,1.49,7.7,25,1.05,8.2,53,1.28,-9999,-9999,-9999
"SS3-200","MB",2019-08-19,"10:40","Cloudy","cloudy, drizzle","1-5 on 1 transect, no plot 6",20,8.2,47,1.23,7.6,14,0.94,7.6,86,1.51,7.7,31,1.1,8.2,91,1.54,-9999,-9999,-9999
"SS3-200","MB",2019-08-19,"10:40","Cloudy","cloudy, drizzle","1-5 on 1 transect, no plot 6",20,8.2,47,1.23,7.6,10,0.9,7.6,54,1.29,7.7,25,1.05,8.2,72,1.42,-9999,-9999,-9999
"SS3-64","MB",2019-08-19,"17:00","Partly Cloudy","cloudy","",6,10.5,78,1.22,9.9,14,0.88,10.1,17,0.9,8.9,18,0.9,10.5,28,0.96,9.1,36,1.01
"SS3-64","MB",2019-08-19,"17:00","Partly Cloudy","cloudy","",6,10.5,34,1,9.9,10,0.85,10.1,23,0.94,8.9,15,0.88,10.5,11,0.86,9.1,39,1.03
"SS3-64","MB",2019-08-19,"17:00","Partly Cloudy","cloudy","",6,10.5,41,1.07,9.9,24,0.94,10.1,23,0.94,8.9,9,0.84,10.5,38,1.02,9.1,50,1.09
"SS3-64","MB",2019-08-19,"17:00","Partly Cloudy","cloudy","",6,10.5,43,1.05,9.9,17,0.9,10.1,16,0.89,8.9,24,0.94,10.5,7,0.83,9.1,15,0.88
"SS3-64","MB",2019-08-19,"17:00","Partly Cloudy","cloudy","",6,10.5,43,1.05,9.9,19,0.91,10.1,33,1,8.9,18,0.9,10.5,35,1.01,9.1,58,1.13
"SS3-64","MB",2019-08-19,"17:00","Partly Cloudy","cloudy","",12,10.5,51,1.12,9.9,49,1.08,10.1,37,1.02,8.9,64,1.15,10.5,26,0.95,9.1,60,1.14
"SS3-64","MB",2019-08-19,"17:00","Partly Cloudy","cloudy","",12,10.5,61,1.14,9.9,33,1,10.1,16,0.89,8.9,47,1.07,10.5,20,0.92,9.1,40,1.03
"SS3-64","MB",2019-08-19,"17:00","Partly Cloudy","cloudy","",12,10.5,71,1.19,9.9,69,1.17,10.1,43,1.05,8.9,33,1,10.5,25,0.95,9.1,56,1.12
"SS3-64","MB",2019-08-19,"17:00","Partly Cloudy","cloudy","",12,10.5,59,1.13,9.9,25,0.95,10.1,42,1.04,8.9,57,1.12,10.5,17,0.9,9.1,56,1.11
"SS3-64","MB",2019-08-19,"17:00","Partly Cloudy","cloudy","",12,10.5,87,1.25,9.9,24,0.94,10.1,31,0.98,8.9,19,0.91,10.5,27,0.96,9.1,45,1.06
"SS3-64","MB",2019-08-19,"17:00","Partly Cloudy","cloudy","",20,10.5,65,1.37,9.9,55,1.29,10.1,55,1.3,8.9,47,1.23,10.5,48,1.24,9.1,69,1.39
"SS3-64","MB",2019-08-19,"17:00","Partly Cloudy","cloudy","",20,10.5,60,1.33,9.9,20,0.99,10.1,55,1.27,8.9,52,1.27,10.5,42,1.19,9.1,62,1.35
"SS3-64","MB",2019-08-19,"17:00","Partly Cloudy","cloudy","",20,10.5,49,1.25,9.9,63,1.35,10.1,56,1.3,8.9,34,1.29,10.5,39,1.17,9.1,61,1.34
"SS3-64","MB",2019-08-19,"17:00","Partly Cloudy","cloudy","",20,10.5,48,1.24,9.9,36,1.14,10.1,53,1.28,8.9,49,1.25,10.5,52,1.27,9.1,44,1.21
"SS3-64","MB",2019-08-19,"17:00","Partly Cloudy","cloudy","",20,10.5,75,1.44,9.9,12,0.91,10.1,55,1.29,8.9,46,1.22,10.5,51,1.26,9.1,34,1.13
"SS3-65","MB",2019-08-19,"15:45","Cloudy","clouds","tussocky, sm measured on tussocks and around, accounting for wide variability",6,9.8,13,0.87,8.9,14,0.88,8.1,18,0.9,8.8,37,1.02,7.8,20,0.92,9.2,14,0.88
"SS3-65","MB",2019-08-19,"15:45","Cloudy","clouds","tussocky, sm measured on tussocks and around, accounting for wide variability",6,9.8,16,0.89,8.9,8,0.83,8.1,13,0.87,8.8,12,0.86,7.8,17,0.9,9.2,14,0.88
"SS3-65","MB",2019-08-19,"15:45","Cloudy","clouds","tussocky, sm measured on tussocks and around, accounting for wide variability",6,9.8,15,0.88,8.9,10,0.85,8.1,12,0.86,8.8,18,0.9,7.8,19,0.91,9.2,11,0.85
"SS3-65","MB",2019-08-19,"15:45","Cloudy","clouds","tussocky, sm measured on tussocks and around, accounting for wide variability",6,9.8,8,0.83,8.9,13,0.87,8.1,13,0.87,8.8,24,0.94,7.8,16,0.89,9.2,17,0.89
"SS3-65","MB",2019-08-19,"15:45","Cloudy","clouds","tussocky, sm measured on tussocks and around, accounting for wide variability",6,9.8,14,0.87,8.9,10,0.85,8.1,14,0.87,8.8,20,0.91,7.8,12,0.89,9.2,11,0.85
"SS3-65","MB",2019-08-19,"15:45","Cloudy","clouds","tussocky, sm measured on tussocks and around, accounting for wide variability",12,9.8,24,0.94,8.9,21,0.92,8.1,21,0.92,8.8,70,1.18,7.8,15,0.89,9.2,49,1.08
"SS3-65","MB",2019-08-19,"15:45","Cloudy","clouds","tussocky, sm measured on tussocks and around, accounting for wide variability",12,9.8,19,0.91,8.9,29,0.97,8.1,19,0.91,8.8,8,0.84,7.8,34,1,9.2,17,0.9
"SS3-65","MB",2019-08-19,"15:45","Cloudy","clouds","tussocky, sm measured on tussocks and around, accounting for wide variability",12,9.8,13,0.87,8.9,9,0.84,8.1,21,0.92,8.8,13,0.87,7.8,21,0.92,9.2,16,0.89
"SS3-65","MB",2019-08-19,"15:45","Cloudy","clouds","tussocky, sm measured on tussocks and around, accounting for wide variability",12,9.8,12,0.86,8.9,15,0.89,8.1,25,0.95,8.8,54,1.11,7.8,18,0.9,9.2,35,1
"SS3-65","MB",2019-08-19,"15:45","Cloudy","clouds","tussocky, sm measured on tussocks and around, accounting for wide variability",12,9.8,16,0.89,8.9,29,0.97,8.1,11,0.85,8.8,50,1.09,7.8,18,0.91,9.2,13,0.87
"SS3-65","MB",2019-08-19,"15:45","Cloudy","clouds","tussocky, sm measured on tussocks and around, accounting for wide variability",20,9.8,22,1.02,8.9,22,1.02,8.1,35,1.13,8.8,61,1.34,7.8,10,0.9,9.2,39,1.17
"SS3-65","MB",2019-08-19,"15:45","Cloudy","clouds","tussocky, sm measured on tussocks and around, accounting for wide variability",20,9.8,29,1.08,8.9,45,1.21,8.1,49,1.25,8.8,10,0.9,7.8,53,1.28,9.2,34,1.13
"SS3-65","MB",2019-08-19,"15:45","Cloudy","clouds","tussocky, sm measured on tussocks and around, accounting for wide variability",20,9.8,8,0.88,8.9,52,1.27,8.1,25,1.04,8.8,30,1.09,7.8,59,1.32,9.2,39,1.17
"SS3-65","MB",2019-08-19,"15:45","Cloudy","clouds","tussocky, sm measured on tussocks and around, accounting for wide variability",20,9.8,12,0.92,8.9,22,1.01,8.1,40,1.18,8.8,61,1.34,7.8,51,1.26,9.2,35,1.14
"SS3-65","MB",2019-08-19,"15:45","Cloudy","clouds","tussocky, sm measured on tussocks and around, accounting for wide variability",20,9.8,19,0.99,8.9,43,1.2,8.1,26,1.06,8.8,26,1.05,7.8,40,1.18,9.2,15,0.95
"VALSS3-205","MB",2019-08-19,"9:00","Cloudy","clouds/evidence of rain (wet roads)","Plot order: C, 1, 2, 3, 4; Slight slope towards river peat shallower near road",6,6.4,7,0.82,6.6,19,0.91,6.7,5,0.81,4.2,8,0.83,-9999,8,0.83,-9999,-9999,-9999
"VALSS3-205","MB",2019-08-19,"9:00","Cloudy","clouds/evidence of rain (wet roads)","Plot order: C, 1, 2, 3, 4; Slight slope towards river peat shallower near road",6,6.4,6,0.82,6.6,14,0.87,6.7,6,0.82,4.2,10,0.85,-9999,7,0.83,-9999,-9999,-9999
"VALSS3-205","MB",2019-08-19,"9:00","Cloudy","clouds/evidence of rain (wet roads)","Plot order: C, 1, 2, 3, 4; Slight slope towards river peat shallower near road",6,6.4,8,0.83,6.6,12,0.86,6.7,7,0.83,4.2,6,0.82,-9999,6,0.82,-9999,-9999,-9999
"VALSS3-205","MB",2019-08-19,"9:00","Cloudy","clouds/evidence of rain (wet roads)","Plot order: C, 1, 2, 3, 4; Slight slope towards river peat shallower near road",6,6.4,18,0.9,6.6,14,0.88,6.7,10,0.85,4.2,6,0.82,-9999,7,0.83,-9999,-9999,-9999
"VALSS3-205","MB",2019-08-19,"9:00","Cloudy","clouds/evidence of rain (wet roads)","Plot order: C, 1, 2, 3, 4; Slight slope towards river peat shallower near road",6,6.4,15,0.88,6.6,13,0.87,6.7,8,0.84,4.2,15,0.89,-9999,10,0.85,-9999,-9999,-9999
"VALSS3-205","MB",2019-08-19,"9:00","Cloudy","clouds/evidence of rain (wet roads)","Plot order: C, 1, 2, 3, 4; Slight slope towards river peat shallower near road",12,6.4,26,0.95,6.6,44,1.05,6.7,27,0.96,4.2,9,0.84,-9999,8,0.83,-9999,-9999,-9999
"VALSS3-205","MB",2019-08-19,"9:00","Cloudy","clouds/evidence of rain (wet roads)","Plot order: C, 1, 2, 3, 4; Slight slope towards river peat shallower near road",12,6.4,12,0.86,6.6,56,1.12,6.7,15,0.88,4.2,9,0.84,-9999,13,0.87,-9999,-9999,-9999
"VALSS3-205","MB",2019-08-19,"9:00","Cloudy","clouds/evidence of rain (wet roads)","Plot order: C, 1, 2, 3, 4; Slight slope towards river peat shallower near road",12,6.4,8,0.83,6.6,14,0.88,6.7,9,0.84,4.2,11,0.85,-9999,15,0.88,-9999,-9999,-9999
"VALSS3-205","MB",2019-08-19,"9:00","Cloudy","clouds/evidence of rain (wet roads)","Plot order: C, 1, 2, 3, 4; Slight slope towards river peat shallower near road",12,6.4,9,0.84,6.6,41,1.04,6.7,24,0.94,4.2,15,0.88,-9999,8,0.83,-9999,-9999,-9999
"VALSS3-205","MB",2019-08-19,"9:00","Cloudy","clouds/evidence of rain (wet roads)","Plot order: C, 1, 2, 3, 4; Slight slope towards river peat shallower near road",12,6.4,19,0.91,6.6,16,0.89,6.7,7,0.82,4.2,12,0.86,-9999,8,0.84,-9999,-9999,-9999
"VALSS3-205","MB",2019-08-19,"9:00","Cloudy","clouds/evidence of rain (wet roads)","Plot order: C, 1, 2, 3, 4; Slight slope towards river peat shallower near road",20,6.4,29,1.08,6.6,56,1.3,6.7,48,1.24,4.2,29,1.08,-9999,33,1.12,-9999,-9999,-9999
"VALSS3-205","MB",2019-08-19,"9:00","Cloudy","clouds/evidence of rain (wet roads)","Plot order: C, 1, 2, 3, 4; Slight slope towards river peat shallower near road",20,6.4,36,1.14,6.6,57,1.31,6.7,33,1.11,4.2,19,0.99,-9999,38,1.16,-9999,-9999,-9999
"VALSS3-205","MB",2019-08-19,"9:00","Cloudy","clouds/evidence of rain (wet roads)","Plot order: C, 1, 2, 3, 4; Slight slope towards river peat shallower near road",20,6.4,34,1.12,6.6,39,1.17,6.7,8,0.88,4.2,8,0.88,-9999,32,1.11,-9999,-9999,-9999
"VALSS3-205","MB",2019-08-19,"9:00","Cloudy","clouds/evidence of rain (wet roads)","Plot order: C, 1, 2, 3, 4; Slight slope towards river peat shallower near road",20,6.4,28,1.08,6.6,47,1.24,6.7,26,1.05,4.2,9,0.89,-9999,41,1.18,-9999,-9999,-9999
"VALSS3-205","MB",2019-08-19,"9:00","Cloudy","clouds/evidence of rain (wet roads)","Plot order: C, 1, 2, 3, 4; Slight slope towards river peat shallower near road",20,6.4,23,1.03,6.6,57,1.31,6.7,44,1.21,4.2,24,1.03,-9999,28,1.08,-9999,-9999,-9999
"ZF14-2","HS, DU",2019-08-19,"13:13","Partly cloudy 65 F","sunny and showers","Moved plot 1 and 2 to avoid marshy area; Flags not in order on sheet; Two flag 5s on sheet, second flag 5 logged as plot 1 -EM",6,6.7,82,1.23,7.7,13,0.87,6.7,103,1.31,7.5,5,0.81,8.4,10,0.84,-9999,-9999,-9999
"ZF14-2","HS, DU",2019-08-19,"13:13","Partly cloudy 65 F","sunny and showers","Moved plot 1 and 2 to avoid marshy area; Flags not in order on sheet; Two flag 5s on sheet, second flag 5 logged as plot 1 -EM",6,6.7,44,1.05,7.7,9,0.84,6.7,14,0.88,7.5,88,1.25,8.4,9,0.84,-9999,-9999,-9999
"ZF14-2","HS, DU",2019-08-19,"13:13","Partly cloudy 65 F","sunny and showers","Moved plot 1 and 2 to avoid marshy area; Flags not in order on sheet; Two flag 5s on sheet, second flag 5 logged as plot 1 -EM",6,6.7,12,0.86,7.7,33,1,6.7,9,0.84,7.5,15,0.88,8.4,94,1.28,-9999,-9999,-9999
"ZF14-2","HS, DU",2019-08-19,"13:13","Partly cloudy 65 F","sunny and showers","Moved plot 1 and 2 to avoid marshy area; Flags not in order on sheet; Two flag 5s on sheet, second flag 5 logged as plot 1 -EM",6,6.7,58,1.12,7.7,9,0.84,6.7,64,1.15,7.5,13,0.87,8.4,11,0.86,-9999,-9999,-9999
"ZF14-2","HS, DU",2019-08-19,"13:13","Partly cloudy 65 F","sunny and showers","Moved plot 1 and 2 to avoid marshy area; Flags not in order on sheet; Two flag 5s on sheet, second flag 5 logged as plot 1 -EM",6,6.7,59,1.13,7.7,6,0.82,6.7,4,0.8,7.5,103,1.32,8.4,4,0.8,-9999,-9999,-9999
"ZF14-2","HS, DU",2019-08-19,"13:13","Partly cloudy 65 F","sunny and showers","Moved plot 1 and 2 to avoid marshy area; Flags not in order on sheet; Two flag 5s on sheet, second flag 5 logged as plot 1 -EM",12,6.7,53,1.1,7.7,13,0.87,6.7,10,0.85,7.5,101,1.31,8.4,97,1.27,-9999,-9999,-9999
"ZF14-2","HS, DU",2019-08-19,"13:13","Partly cloudy 65 F","sunny and showers","Moved plot 1 and 2 to avoid marshy area; Flags not in order on sheet; Two flag 5s on sheet, second flag 5 logged as plot 1 -EM",12,6.7,36,1.01,7.7,10,0.84,6.7,81,1.23,7.5,13,0.87,8.4,31,0.98,-9999,-9999,-9999
"ZF14-2","HS, DU",2019-08-19,"13:13","Partly cloudy 65 F","sunny and showers","Moved plot 1 and 2 to avoid marshy area; Flags not in order on sheet; Two flag 5s on sheet, second flag 5 logged as plot 1 -EM",12,6.7,64,1.15,7.7,3,0.79,6.7,41,1.04,7.5,20,0.92,8.4,7,0.82,-9999,-9999,-9999
"ZF14-2","HS, DU",2019-08-19,"13:13","Partly cloudy 65 F","sunny and showers","Moved plot 1 and 2 to avoid marshy area; Flags not in order on sheet; Two flag 5s on sheet, second flag 5 logged as plot 1 -EM",12,6.7,69,1.17,7.7,72,1.19,6.7,11,0.85,7.5,98,1.29,8.4,82,1.23,-9999,-9999,-9999
"ZF14-2","HS, DU",2019-08-19,"13:13","Partly cloudy 65 F","sunny and showers","Moved plot 1 and 2 to avoid marshy area; Flags not in order on sheet; Two flag 5s on sheet, second flag 5 logged as plot 1 -EM",12,6.7,98,1.3,7.7,9,0.84,6.7,101,1.31,7.5,9,0.84,8.4,11,0.86,-9999,-9999,-9999
"ZF14-2","HS, DU",2019-08-19,"13:13","Partly cloudy 65 F","sunny and showers","Moved plot 1 and 2 to avoid marshy area; Flags not in order on sheet; Two flag 5s on sheet, second flag 5 logged as plot 1 -EM",20,6.7,87,1.52,7.7,58,1.31,6.7,93,1.56,7.5,50,1.26,8.4,66,1.37,-9999,-9999,-9999
"ZF14-2","HS, DU",2019-08-19,"13:13","Partly cloudy 65 F","sunny and showers","Moved plot 1 and 2 to avoid marshy area; Flags not in order on sheet; Two flag 5s on sheet, second flag 5 logged as plot 1 -EM",20,6.7,81,1.48,7.7,46,1.23,6.7,61,1.34,7.5,88,1.52,8.4,99,1.59,-9999,-9999,-9999
"ZF14-2","HS, DU",2019-08-19,"13:13","Partly cloudy 65 F","sunny and showers","Moved plot 1 and 2 to avoid marshy area; Flags not in order on sheet; Two flag 5s on sheet, second flag 5 logged as plot 1 -EM",20,6.7,56,1.3,7.7,72,1.42,6.7,47,1.23,7.5,70,1.41,8.4,51,1.27,-9999,-9999,-9999
"ZF14-2","HS, DU",2019-08-19,"13:13","Partly cloudy 65 F","sunny and showers","Moved plot 1 and 2 to avoid marshy area; Flags not in order on sheet; Two flag 5s on sheet, second flag 5 logged as plot 1 -EM",20,6.7,76,1.44,7.7,47,1.23,6.7,32,1.11,7.5,63,1.36,8.4,54,1.29,-9999,-9999,-9999
"ZF14-2","HS, DU",2019-08-19,"13:13","Partly cloudy 65 F","sunny and showers","Moved plot 1 and 2 to avoid marshy area; Flags not in order on sheet; Two flag 5s on sheet, second flag 5 logged as plot 1 -EM",20,6.7,91,1.54,7.7,37,1.15,6.7,91,1.55,7.5,95,1.56,8.4,87,1.51,-9999,-9999,-9999
"ZF14-3","HS, DU",2019-08-19,"10:51","Partly cloudy 60 F","showers","Left bully tool and peat depth tools at Hearne so did not take measurents, UAVSAR also not flying here so ALT no needed.",6,8.1,66,1.16,3.4,13,0.87,6.5,13,0.87,5,15,0.88,4.6,5,0.81,-9999,-9999,-9999
"ZF14-3","HS, DU",2019-08-19,"10:51","Partly cloudy 60 F","showers","Left bully tool and peat depth tools at Hearne so did not take measurents, UAVSAR also not flying here so ALT no needed.",6,8.1,15,0.88,3.4,6,0.82,6.5,10,0.85,5,18,0.9,4.6,8,0.83,-9999,-9999,-9999
"ZF14-3","HS, DU",2019-08-19,"10:51","Partly cloudy 60 F","showers","Left bully tool and peat depth tools at Hearne so did not take measurents, UAVSAR also not flying here so ALT no needed.",6,8.1,24,0.94,3.4,4,0.8,6.5,15,0.88,5,3,0.87,4.6,4,0.8,-9999,-9999,-9999
"ZF14-3","HS, DU",2019-08-19,"10:51","Partly cloudy 60 F","showers","Left bully tool and peat depth tools at Hearne so did not take measurents, UAVSAR also not flying here so ALT no needed.",6,8.1,16,0.89,3.4,12,0.86,6.5,20,0.92,5,3,0.79,4.6,72,1.19,-9999,-9999,-9999
"ZF14-3","HS, DU",2019-08-19,"10:51","Partly cloudy 60 F","showers","Left bully tool and peat depth tools at Hearne so did not take measurents, UAVSAR also not flying here so ALT no needed.",6,8.1,28,0.97,3.4,6,0.81,6.5,77,1.21,5,4,0.8,4.6,84,1.24,-9999,-9999,-9999
"ZF14-3","HS, DU",2019-08-19,"10:51","Partly cloudy 60 F","showers","Left bully tool and peat depth tools at Hearne so did not take measurents, UAVSAR also not flying here so ALT no needed.",12,8.1,14,0.88,3.4,14,0.87,6.5,7,0.83,5,10,0.84,4.6,71,1.19,-9999,-9999,-9999
"ZF14-3","HS, DU",2019-08-19,"10:51","Partly cloudy 60 F","showers","Left bully tool and peat depth tools at Hearne so did not take measurents, UAVSAR also not flying here so ALT no needed.",12,8.1,93,1.28,3.4,24,0.94,6.5,78,1.21,5,35,1.01,4.6,98,1.3,-9999,-9999,-9999
"ZF14-3","HS, DU",2019-08-19,"10:51","Partly cloudy 60 F","showers","Left bully tool and peat depth tools at Hearne so did not take measurents, UAVSAR also not flying here so ALT no needed.",12,8.1,33,0.99,3.4,16,0.89,6.5,39,1.03,5,29,0.97,4.6,66,1.16,-9999,-9999,-9999
"ZF14-3","HS, DU",2019-08-19,"10:51","Partly cloudy 60 F","showers","Left bully tool and peat depth tools at Hearne so did not take measurents, UAVSAR also not flying here so ALT no needed.",12,8.1,46,1.06,3.4,23,0.94,6.5,41,1.04,5,20,0.92,4.6,8,0.83,-9999,-9999,-9999
"ZF14-3","HS, DU",2019-08-19,"10:51","Partly cloudy 60 F","showers","Left bully tool and peat depth tools at Hearne so did not take measurents, UAVSAR also not flying here so ALT no needed.",12,8.1,85,1.24,3.4,39,1.03,6.5,21,0.92,5,16,0.89,4.6,14,0.88,-9999,-9999,-9999
"ZF14-3","HS, DU",2019-08-19,"10:51","Partly cloudy 60 F","showers","Left bully tool and peat depth tools at Hearne so did not take measurents, UAVSAR also not flying here so ALT no needed.",20,8.1,89,1.53,3.4,63,1.35,6.5,54,1.28,5,56,1.3,4.6,52,1.27,-9999,-9999,-9999
"ZF14-3","HS, DU",2019-08-19,"10:51","Partly cloudy 60 F","showers","Left bully tool and peat depth tools at Hearne so did not take measurents, UAVSAR also not flying here so ALT no needed.",20,8.1,85,1.5,3.4,60,1.33,6.5,49,1.25,5,46,1.23,4.6,73,1.46,-9999,-9999,-9999
"ZF14-3","HS, DU",2019-08-19,"10:51","Partly cloudy 60 F","showers","Left bully tool and peat depth tools at Hearne so did not take measurents, UAVSAR also not flying here so ALT no needed.",20,8.1,64,1.36,3.4,63,1.35,6.5,62,1.34,5,63,1.35,4.6,97,1.58,-9999,-9999,-9999
"ZF14-3","HS, DU",2019-08-19,"10:51","Partly cloudy 60 F","showers","Left bully tool and peat depth tools at Hearne so did not take measurents, UAVSAR also not flying here so ALT no needed.",20,8.1,66,1.37,3.4,66,1.37,6.5,83,1.49,5,31,1.1,4.6,95,1.57,-9999,-9999,-9999
