"site","plot","date","observers","plot_size","life_form","species","status","condition","diameter_type","diameter","height","height_to_lowest_living_branch","notes"
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Dead","fallen","basal",4,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Dead","fallen","basal",7,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Dead","standing","basal",6,-9999,-9999,"snapped"
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",6,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Dead","standing","basal",4.5,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",7,11,2,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Dead","fallen","basal",7.25,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Dead","standing","basal",9,-9999,-9999,"snapped"
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Dead","fallen","basal",5.5,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Populus balsamifera","Live","standing","DBH",15,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Dead","standing","basal",2.25,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Dead","standing","basal",4,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Dead","standing","basal",4,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",4,17,2,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",6.5,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",6.25,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Dead","fallen","basal",4,47.7,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",4.5,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",7.5,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",3.5,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",7.5,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",21.7,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Betula papyrifera","Dead","standing","DBH",9,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Populus balsamifera","Live","standing","DBH",14,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",13.5,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",16,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",14,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",15,-9999,-9999,""
"VALZF20-1","B1","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",20.6,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",22.1,20,4,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Rosa sp.","Live","standing","basal",0.6,1,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Dead","standing","basal",31.6,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",1.3,1,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",1.2,2,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Populus tremuloides","Live","standing","DBH",1,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Dead","standing","basal",1,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",0.6,1,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",0.7,1.5,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",10,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",1.1,1.5,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Picea glauca","Live","standing","DBH",2,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",0.7,1.4,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Picea glauca","Live","standing","DBH",2.5,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",1,1.4,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Dead","standing","basal",6,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",1,1.3,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Populus tremuloides","Live","standing","DBH",1,3,1.75,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",1.5,1.8,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",7,1.7,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",1,1.2,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",1,1.7,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",1.7,1.6,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",1.2,1.8,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",50,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Salix sp.","Live","standing","basal",0.7,1.1,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",0.8,1.2,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",31.7,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",0.7,1.2,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",1,1.3,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Dead","fallen","basal",5,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",17,18,4,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",1.2,1.3,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Populus balsamifera","Dead","standing","DBH",3,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",3.5,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",0.6,1.2,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",14,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Populus tremuloides","Dead","standing","DBH",18.5,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Populus tremuloides","Dead","standing","DBH",19,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",4,2.25,0.3,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Shrub","Shepherdia canadensis","Live","standing","basal",0.7,1,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",20,22,7,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",24.5,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Populus tremuloides","Live","standing","DBH",6.25,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",15,-9999,-9999,""
"VALZF20-1","B2","2019-08-16","PS, SR, CW","10x10","Tree","Picea mariana","Live","standing","basal",11,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2.5,1.5,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",1.5,0.8,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",1,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",4,3,1,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.7,1,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",4,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.7,1,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.8,1,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.6,1.1,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",6,5,2,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",4.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",1,1.2,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",1.1,1.3,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",3.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.8,1.4,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.4,1,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.5,1.2,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.4,1,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",1.3,2,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.5,1.1,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.9,1.8,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.9,2,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.5,1.1,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.6,1.6,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",1,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.5,1,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.7,1.4,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Shrub","Salix sp.","Live","standing","basal",0.5,1.6,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Dead","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1,2,0.6,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",5,7,1.8,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF20-26","B1","2019-08-15","SR, MB,PS,CW","5X5","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
